"id"	"ProteinCount"	"SpeciesCount"	"FunctionalCategory"	"ConsensusFunctionalDescription"
"VOG07015"	12	12	"Xu"	"REFSEQ membrane protein"
"VOG07016"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07017"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07018"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG07019"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07020"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG07021"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07022"	18	18	"Xu"	"REFSEQ hypothetical protein"
"VOG07023"	15	15	"Xu"	"REFSEQ hypothetical protein"
"VOG07024"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07025"	12	10	"Xu"	"REFSEQ hypothetical protein"
"VOG07026"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07027"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07028"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07029"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07030"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07031"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG07032"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07033"	8	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07034"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07035"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07036"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07037"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07038"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07039"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07040"	8	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07041"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG07042"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07043"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07044"	4	4	"Xu"	"REFSEQ GDSL-like lipase"
"VOG07045"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07046"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG07047"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07048"	7	7	"Xu"	"REFSEQ membrane protein"
"VOG07049"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07050"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07051"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07052"	17	17	"Xu"	"REFSEQ hypothetical protein"
"VOG07053"	17	17	"Xu"	"REFSEQ hypothetical protein"
"VOG07054"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07055"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07056"	14	14	"Xu"	"REFSEQ hypothetical protein"
"VOG07057"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07058"	8	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07059"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07060"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07061"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07062"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07063"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07064"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07065"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG07066"	6	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07067"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07068"	39	39	"Xu"	"REFSEQ hypothetical protein"
"VOG07069"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07070"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07071"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07072"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07073"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07074"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG07075"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07076"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07077"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07078"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07079"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07080"	8	8	"Xu"	"sp|Q914I9|Y043_SIFVH Uncharacterized protein 43"
"VOG07081"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07082"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07083"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07084"	7	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07085"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07086"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07087"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07088"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07089"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07090"	15	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07091"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07092"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07093"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07094"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07095"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07096"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07097"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07098"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07099"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07100"	17	17	"Xu"	"REFSEQ hypothetical protein"
"VOG07101"	6	6	"Xu"	"REFSEQ DNA polymerase"
"VOG07102"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07103"	27	27	"Xu"	"REFSEQ hypothetical protein"
"VOG07104"	3	3	"XhXp"	"sp|Q6QGP7|ENLYS_BPT5 L-alanyl-D-glutamate peptidase"
"VOG07105"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07106"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07107"	3	3	"Xu"	"sp|Q914H1|Y061_SIFVH Uncharacterized protein 61"
"VOG07108"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG07109"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07110"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07111"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07112"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07113"	8	5	"Xu"	"REFSEQ tail protein"
"VOG07114"	33	17	"Xu"	"REFSEQ hypothetical protein"
"VOG07115"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG07116"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07117"	47	47	"Xu"	"REFSEQ DUF1514 family protein"
"VOG07118"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07119"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07120"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07121"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07122"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07123"	13	13	"Xu"	"REFSEQ tail fiber protein"
"VOG07124"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07125"	16	16	"Xu"	"REFSEQ endonuclease"
"VOG07126"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07127"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07128"	8	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07129"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07130"	14	14	"Xu"	"REFSEQ hypothetical protein"
"VOG07131"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07132"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07133"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07134"	7	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07135"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG07136"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07137"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07138"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07139"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07140"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07141"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07142"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07143"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07144"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07145"	21	21	"Xu"	"REFSEQ hypothetical protein"
"VOG07146"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07147"	34	34	"Xu"	"REFSEQ hypothetical protein"
"VOG07148"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07149"	3	3	"Xu"	"REFSEQ alpha,alpha-trehalase"
"VOG07150"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07151"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07152"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07153"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07154"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07155"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07156"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07157"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07158"	9	9	"Xu"	"REFSEQ DNA ligase"
"VOG07159"	4	4	"Xu"	"REFSEQ head protein"
"VOG07160"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07161"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07162"	27	27	"Xu"	"REFSEQ hypothetical protein"
"VOG07163"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07164"	27	27	"Xu"	"REFSEQ hypothetical protein"
"VOG07165"	8	8	"Xu"	"sp|Q3V4V3|Y220_ATV Uncharacterized protein ORF220"
"VOG07166"	3	3	"Xu"	"sp|P20194|A100_SSV1 Uncharacterized protein A-100"
"VOG07167"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07168"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07169"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG07170"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07171"	3	3	"Xu"	"REFSEQ putative protein 580"
"VOG07172"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG07173"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG07174"	7	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07175"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07176"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07177"	17	17	"XpXrXs"	"sp|Q9G055|H_BPPHM Minor spike protein H"
"VOG07178"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07179"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07180"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG07181"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07182"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07183"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07184"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07185"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07186"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07187"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07188"	15	15	"Xu"	"REFSEQ hypothetical protein"
"VOG07189"	20	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07190"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07191"	8	8	"Xu"	"REFSEQ Ig-like domain-containing protein"
"VOG07192"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07193"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07194"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07195"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07196"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07197"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07198"	9	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07199"	6	6	"Xu"	"REFSEQ minor tail protein"
"VOG07200"	28	28	"Xu"	"REFSEQ hypothetical protein"
"VOG07201"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07202"	31	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07203"	28	28	"Xu"	"REFSEQ hypothetical protein"
"VOG07204"	6	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07205"	16	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07206"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07207"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07208"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07209"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07210"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07211"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07212"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07213"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07214"	4	4	"Xu"	"REFSEQ acetyltransferase"
"VOG07215"	4	4	"Xu"	"REFSEQ chitosanase"
"VOG07216"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07217"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07218"	17	17	"Xu"	"REFSEQ hypothetical protein"
"VOG07219"	13	13	"Xu"	"REFSEQ DNA pilot protein VP2"
"VOG07220"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07221"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07222"	14	14	"Xu"	"REFSEQ hypothetical protein"
"VOG07223"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07224"	10	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07225"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07226"	14	7	"Xu"	"REFSEQ virion structural protein"
"VOG07227"	3	3	"Xu"	"REFSEQ tail spike protein"
"VOG07228"	3	3	"Xu"	"REFSEQ host attachment protein P3b"
"VOG07229"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG07230"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07231"	16	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07232"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07233"	4	4	"Xu"	"REFSEQ tail protein"
"VOG07234"	37	37	"Xu"	"REFSEQ hypothetical protein"
"VOG07235"	23	23	"Xu"	"REFSEQ hypothetical protein"
"VOG07236"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07237"	34	33	"Xu"	"REFSEQ hypothetical protein"
"VOG07238"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07239"	12	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07240"	3	3	"Xu"	"REFSEQ Appendage"
"VOG07241"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07242"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07243"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07244"	21	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07245"	31	16	"Xu"	"REFSEQ hypothetical protein"
"VOG07246"	9	9	"Xu"	"sp|P0C6K8|A92_SSV1 Uncharacterized protein A-92"
"VOG07247"	29	29	"Xu"	"REFSEQ hypothetical protein"
"VOG07248"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07249"	15	15	"Xu"	"REFSEQ hypothetical protein"
"VOG07250"	3	3	"Xu"	"REFSEQ protein B"
"VOG07251"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07252"	18	16	"Xu"	"REFSEQ hypothetical protein"
"VOG07253"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07254"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07255"	6	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07256"	12	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07257"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07258"	6	6	"Xu"	"sp|Q573F7|Y121_AFV2P Uncharacterized protein ORF121"
"VOG07259"	8	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07260"	3	3	"Xu"	"REFSEQ terminase small subunit"
"VOG07261"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07262"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07263"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07264"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07265"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07266"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07267"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07268"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07269"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07270"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07271"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07272"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07273"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07274"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07275"	3	3	"Xu"	"REFSEQ gp28"
"VOG07276"	9	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07277"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07278"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07279"	3	3	"Xu"	"REFSEQ membrane protein"
"VOG07280"	8	8	"Xu"	"REFSEQ hypothetical protein"
"VOG07281"	3	3	"Xu"	"REFSEQ lipoprotein"
"VOG07282"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07283"	28	28	"Xu"	"REFSEQ hypothetical protein"
"VOG07284"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07285"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07286"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07287"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07288"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07289"	3	3	"Xu"	"REFSEQ exonuclease"
"VOG07290"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07291"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07292"	7	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07293"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07294"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07295"	15	15	"Xu"	"REFSEQ hypothetical protein"
"VOG07296"	4	4	"Xu"	"REFSEQ accessory gene regulator B family protein"
"VOG07297"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07298"	4	4	"Xu"	"sp|Q3V4Q0|Y326B_ATV Uncharacterized protein ORF326b"
"VOG07299"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07300"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07301"	10	10	"Xu"	"sp|P20210|C792_SSV1 Uncharacterized protein C-792"
"VOG07302"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07303"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG07304"	16	16	"Xu"	"REFSEQ baseplate protein"
"VOG07305"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07306"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07307"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG07308"	5	3	"Xu"	"sp|Q8QHP8|Y90_SIRV1 Uncharacterized protein 90"
"VOG07309"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07310"	16	16	"Xu"	"REFSEQ hypothetical protein"
"VOG07311"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07312"	5	5	"Xu"	"sp|Q914M8|Y002_SIFVH Uncharacterized protein 2"
"VOG07313"	8	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07314"	3	3	"Xs"	"sp|Q3V4Q6|Y104B_ATV Structural protein ORF104b"
"VOG07315"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07316"	21	21	"Xu"	"REFSEQ hypothetical protein"
"VOG07317"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07318"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG07319"	22	22	"Xu"	"REFSEQ hypothetical protein"
"VOG07320"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07321"	22	20	"Xu"	"REFSEQ hypothetical protein"
"VOG07322"	7	7	"Xu"	"sp|Q8QL33|Y64_SIRV1 Uncharacterized protein 64"
"VOG07323"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07324"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07325"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07326"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07327"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07328"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07329"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07330"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07331"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07332"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07333"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07334"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07335"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07336"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07337"	41	27	"Xu"	"REFSEQ hypothetical protein"
"VOG07338"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07339"	6	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07340"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07341"	6	6	"Xu"	"sp|Q914M6|Y004_SIFVH Uncharacterized protein 4"
"VOG07342"	17	17	"Xu"	"REFSEQ hypothetical protein"
"VOG07343"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG07344"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07345"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07346"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07347"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07348"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07349"	5	5	"Xu"	"REFSEQ tail length tape measure protein"
"VOG07350"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07351"	4	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07352"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07353"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07354"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07355"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07356"	6	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07357"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07358"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07359"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07360"	11	11	"Xu"	"REFSEQ hypothetical protein"
"VOG07361"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07362"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07363"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07364"	21	21	"Xu"	"REFSEQ hypothetical protein"
"VOG07365"	4	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07366"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07367"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07368"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07369"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07370"	3	3	"Xu"	"REFSEQ tail length tape measure protein"
"VOG07371"	3	3	"Xu"	"sp|Q8QL39|Y91_SIRV1 Uncharacterized protein 91"
"VOG07372"	4	3	"Xu"	"REFSEQ major head protein"
"VOG07373"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07374"	22	21	"Xu"	"REFSEQ hypothetical protein"
"VOG07375"	5	5	"Xu"	"REFSEQ hypothetical protein"
"VOG07376"	4	4	"Xu"	"REFSEQ tail length tape measure protein"
"VOG07377"	4	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07378"	6	6	"Xu"	"REFSEQ hypothetical protein"
"VOG07379"	5	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07380"	9	9	"Xu"	"REFSEQ hypothetical protein"
"VOG07381"	15	15	"Xu"	"REFSEQ hypothetical protein"
"VOG07382"	3	3	"Xu"	"REFSEQ hypothetical protein"
"VOG07383"	4	4	"Xu"	"REFSEQ head maturation protease"
"VOG07384"	4	3	"Xu"	"REFSEQ ORF15"
"VOG07385"	16	16	"Xu"	"REFSEQ hypothetical protein"
"VOG07386"	2	2	"Xu"	"REFSEQ endonuclease"
"VOG07387"	2	2	"Xu"	"REFSEQ HNH endonuclease"
"VOG07388"	2	2	"Xu"	"REFSEQ HNH endonuclease"
"VOG07389"	1187	929	"XhXp"	"sp|P06855|KIPN_BPT4 Polynucleotide kinase"
"VOG07390"	2	2	"Xu"	"sp|D3WAC2|ENDON_BPLP2 Probable HNH endonuclease"
"VOG07391"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG07392"	2	2	"Xu"	"sp|Q9XJS5|GPD_BPPM2 Uncharacterized protein Gp-d"
"VOG07393"	198	195	"XhXpXs"	"sp|Q07874|VL1_HPV65 Major capsid protein L1"
"VOG07394"	193	193	"XhXpXs"	"sp|P36749|VL2_HPV14 Minor capsid protein L2"
"VOG07395"	8	8	"Xu"	"sp|Q6GZX1|004R_FRG3G Uncharacterized protein 004R"
"VOG07396"	31	30	"Xu"	"sp|Q6GZX3|002L_FRG3G Uncharacterized protein 002L"
"VOG07397"	6	4	"Xu"	"REFSEQ hypothetical protein"
"VOG07398"	7	7	"Xu"	"REFSEQ hypothetical protein"
"VOG07399"	1167	1156	"Xr"	"sp|P13319|RNH_BPT4 Ribonuclease H"
"VOG07400"	18	18	"Xu"	"sp|Q6GZX2|003R_FRG3G Uncharacterized protein 3R"
"VOG07401"	8	8	"Xu"	"sp|Q6GZP6|079R_FRG3G Uncharacterized protein 079R"
"VOG07402"	7	7	"Xu"	"sp|Q6GZP7|078L_FRG3G Uncharacterized protein 078L"
"VOG07403"	8	8	"Xu"	"sp|Q6GZQ0|075L_FRG3G Uncharacterized protein 075L"
"VOG07404"	2787	2200	"Xh"	"sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW"
"VOG07405"	8	8	"Xu"	"sp|Q6GZP9|076R_FRG3G Uncharacterized protein 076R"
"VOG07406"	8	8	"Xu"	"sp|Q6GZQ1|074L_FRG3G Uncharacterized protein 074L"
"VOG07407"	13	13	"Xu"	"REFSEQ hypothetical protein"
"VOG07408"	7	7	"Xu"	"sp|Q6GZQ4|071R_FRG3G Uncharacterized protein 071R"
